run_id,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,sample_size,execution_status
run_20260320T161432Z_9af353,2026-03-20T16:14:32Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 (Hispanic origin) and bpl == 200 (Mexican-born) and citizen == 3 (noncitizen) | birthyr between 1978 and 1999 and yrimmig between 1900 and 2012 | perwt > 0 and uhrswork >= 1 (usual hours worked reported),full_time = (uhrswork >= 35),"daca_eligible = 1 when birthyr between 1982 and 1996, yrimmig <= 2007, and (yrimmig - birthyr) between 0 and 15, else 0",WLS,"model = smf.wls(""full_time ~ daca_eligible + C(year)"", data=sample, weights=sample[""perwt""])",,C(year),"sample[""perwt""]",,-0.05023208150059103,0.003369424418031202,64390,success
run_20260320T163650Z_72b3d8,2026-03-20T16:36:50Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 (post-DACA period) | age between 18 and 40 (arrived before turning 31 in 2012) | hispan == 1 (Hispanic general code) | bpl == 200 (born in Mexico) | citizen == 3 (not a citizen) | perwt > 0 (positive person weight) | birthyr between 1975 and 1997 (aligns with DACA birth window) | yrimmig between 1 and 2007 (arrived before the 2007 continuous residency cutoff),(uhrswork >= 35),"(birthyr.between(1982, 1997) & (yrimmig <= 2007) & (yrimmig - birthyr).between(0, 15))",WLS,"model = smf.wls(""full_time ~ eligible"", data=df, weights=df[""perwt""]).fit(cov_type=""HC3"")",,,"df[""perwt""]",HC3,-0.039575656922065314,0.004000433297741564,110496,success
run_20260320T171427Z_6e4709,2026-03-20T17:14:27Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2008 and year <= 2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | age >= 18 and citizen == 3 (noncitizen) | perwt > 0,"(empstat in (1, 2)) and (uhrswork >= 35)",(yrimmig - birthyr) <= 15 and yrimmig <= 2007 and birthyr >= 1982,WLS,"smf.wls('full_time ~ eligible * post + C(year) + C(statefip)', data=df, weights=df['perwt'])",,C(year) | C(statefip),df['perwt'],,0.06642019387859037,0.005052436673239726,521998,success
run_20260320T173528Z_3fe47c,2026-03-20T17:35:28Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in [2013, 2014, 2015, 2016] | hispan == 1 (Mexican origin) and bpl == 200 (Mexico-born) | citizen == 3 (noncitizen), yrimmig > 0, and 18 <= age <= 40 | perwt > 0 and uhrswork between 0 and 99 (valid usual hours)",((empstat == 1) & (uhrswork >= 35)).astype(float),(((2012 - birthyr) >= 0) & ((2012 - birthyr) < 31) & ((yrimmig - birthyr) >= 0) & ((yrimmig - birthyr) < 16) & (yrimmig <= 2007)).astype(float),WLS,"model = sm.WLS(df[""full_time""], sm.add_constant(df[[""daca_eligible""]]), weights=df[""perwt""]).fit()",,,"df[""perwt""]",,-0.05615314379584144,0.0032565637973102357,116734,success
run_20260320T175143Z_bf79eb,2026-03-20T17:51:43Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispand between 100 and 107 | bpl == 200 | age between 18 and 40 | citizen == 3 | birthyr not null | yrimmig >= 1900,(empstat == 1) & (uhrswork >= 35),(birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 16),OLS,"smf.ols(""full_time ~ treated + C(year) + age + female"", data=sample, weights=sample[""perwt""])",age | female,C(year),"sample[""perwt""]",,0.029756410158692938,0.0036252160243377524,116734,success
run_20260320T180912Z_1faef3,2026-03-20T18:09:12Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,2013 <= year <= 2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | citizen == 2 (noncitizen) | 18 <= age <= 34 | yrimmig - birthyr >= 0 (valid arrival age),"(empstat.isin([1, 2])) & (uhrswork >= 35)",(yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & ((2012 - birthyr) <= 30),OLS,"sm.OLS(df[""full_time""].astype(float), sm.add_constant(df[""daca_eligible""]))",,,,,-0.042526082735023375,0.008691167094585483,14990,success
run_20260320T182547Z_ebe253,2026-03-20T18:25:47Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispanic == 1 (Mexican origin) & birthplace (bpl) == 200 (Mexico) | citizen == 3 (non-citizen) | positive person weight (perwt > 0) and valid year of immigration (yrimmig > 0),(empstat == 1) & (uhrswork >= 35),eligible = birthyr between 1982 and 1996 & yrimmig <= 2007 & (yrimmig - birthyr) between 0 and 15,WLS,"model = sm.WLS(df[""outcome""], X, weights=df[""perwt""]).fit(cov_type=""HC1"")",,,"df[""perwt""]",HC1,0.030565944634899738,0.0037143941741143065,241791,success
run_20260320T184525Z_b34f92,2026-03-20T18:45:25Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"2013 <= year <= 2016 | hispan == 1 (Mexican origin) | bpl == 200 (Mexico) | citizen in [0, 1] (noncitizen or naturalized) | yrimmig > 0 | perwt > 0",full_time = (empstat == 1) & (uhrswork >= 35),treatment = (birthyr >= 1982) & (yrimmig <= birthyr + 15) & (yrimmig <= 2007),WLS,"smf.wls(""full_time ~ treatment + C(year)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""HC1"")",,C(year),"sample[""perwt""]",HC1,-0.059742973625244035,0.013863734789494837,8937,success
run_20260323T233231Z_e1fdfa,2026-03-23T23:32:31Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | bpl == 200 (Mexico) and hispand in range(100, 108) | citizen in {3, 4} (not citizens or with first papers) | yrimmig >= 1 and yrimmig <= 2007 and (yrimmig - birthyr) between 0 and 15 | age between 18 and 40 and birthyr between 1977 and 1996 | empstat in {1, 2} and uhrswork is not missing",full_time = (uhrswork >= 35),eligible = (birthyr between 1982 and 1996) and ((yrimmig - birthyr) < 16),OLS,"model = sm.OLS(y, X).fit(cov_type=""HC3"")",,,,HC3,-0.07793265250030615,0.006657914817394792,27160,success
run_20260324T004554Z_93d194,2026-03-24T00:45:54Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | statefip between 1 and 99 (mainland states + DC) | hispan == 1 (Hispanic origin general code) | bpl == 200 (born in Mexico) | citizen == 3 (noncitizen) | age between 18 and 45 | uhrswork between 0 and 99 | yrimmig between 1 and 2016 | imm_age = yrimmig - birthyr between 0 and 80,full_time = (uhrswork >= 35),daca_eligible = (birthyr >= 1982) & (birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),OLS,"smf.ols('full_time ~ daca_eligible + age + C(year) + C(statefip)', data=df).fit()",age,C(year) | C(statefip),,,0.0187362914310358,0.003908929268445863,148196,success
run_20260324T014550Z_7072ec,2026-03-24T01:45:50Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | bpl == 200 (Mexico-born) | hispand == 100 (Mexican Hispanic origin) | birthyr between 1978 and 1995 | yrimmig <= 2006 and yrimmig <= birthyr + 15 (arrived before age 16) | citizen == 3 (non-citizen population),(empstat == 1) & (uhrswork >= 35),(birthyr >= 1982) & (yrimmig <= birthyr + 15) & (yrimmig <= 2006),WLS,"model = smf.wls('full_time ~ treatment + age + C(year) + C(statefip)', data=df, weights=df['perwt']).fit(cov_type='HC3')",age,C(year) | C(statefip),df['perwt'],HC3,0.13469597447526557,0.012201300542383312,34234,success
run_20260324T020659Z_6f3976,2026-03-24T02:06:59Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260324T021418Z_2643f7,2026-03-24T02:14:18Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260324T021719Z_e2d4b3,2026-03-24T02:17:19Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260324T022943Z_b6095a,2026-03-24T02:29:43Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in {2013, 2014, 2015, 2016} | hispand in {100, 102, 103, 104, 105, 106, 107} and bpl == 200 (Mexican-born Hispanics) | citizen == 3 (noncitizens) with valid birthyr and yrimmig so arrival_age >= 0",full_time = int(uhrswork is not None and uhrswork >= 35),daca_eligible = (1982 <= birthyr <= 1997) and (yrimmig <= 2007) and ((yrimmig - birthyr) <= 15),WLS,"model = smf.wls('full_time ~ daca_eligible + C(year) + C(statefip)', data=df, weights=df['perwt'])",,C(year) | C(statefip),df['perwt'],,0.016637128434927484,0.0028824454939436832,240594,success
run_20260324T032009Z_5e6804,2026-03-24T03:20:09Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 | hispan == 1 | bpld == 20000 | age >= 18 and age <= 40 | yrimmig > 0 | birthyr > 0 | citizen == 3 | arrival_age between 0 and 30,empstat == 1 and wrklstwk == 1 and uhrswork >= 35,arrival_age < 16 and yrimmig <= 2007 and birthyr >= 1982 and citizen == 3,WLS,"model = smf.wls(""full_time ~ treatment + age + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC3"")",age,C(year) | C(statefip),"df[""perwt""]",HC3,0.0003794578024443794,0.0007811402452869636,139548,success
run_20260324T040109Z_3f4e82,2026-03-24T04:01:09Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | birthplace code 200 (Mexico) with Hispanic origin flagged as Mexican (hispan == 1 and hispand in {100,102,103,104,105,106,107}) | noncitizens (citizen in {3,4,5}) aged 18-45 with valid person weights, sex (1 or 2), and statefip (1-56) | valid immigration timing (yrimmig > 0, yrimmig <= year) and empstat recorded (1,2,3) for computing full-time status | computed age-at-arrival non-negative to identify arrival before 16",((empstat == 1) & (uhrswork >= 35)).astype(int),(birthyr >= 1982) & (birthyr <= 1997) & (yrimmig <= 2007) & ((age - (year - yrimmig)) < 16),WLS,"model = smf.wls(MODEL_FORMULA, data=df, weights=df[""perwt""])",,,"df[""perwt""]",,-0.055397095676784254,0.002783293225810795,148196,success
run_20260324T042450Z_4b18ae,2026-03-24T04:24:50Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year.between(2013, 2016) | hispan == 1 | bpl == 200 | age.between(18, 34) | (yrimmig > 0) & (yrimmig <= year) | statefip.between(1, 56) | perwt > 0 | (age - (year - yrimmig)) >= 0","(empstat.isin([1, 2]) & uhrswork.between(35, 98))",((birthyr >= 1981) & ((age - (year - yrimmig)) <= 15) & (yrimmig <= 2007)),WLS,"sm.WLS(df['full_time'].astype(float), design, weights=df['perwt']).fit()",,,df['perwt'],,-0.02592181319572077,0.0032765747783263383,92368,success
run_20260324T045145Z_22afcb,2026-03-24T04:51:45Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispan == 1 (Mexican origin) AND bpl == 200 (born in Mexico) AND citizen == 2 (non-citizen) | age between 18 and 34 AND yrimmig > 0 AND birthyr > 0 AND perwt > 0 AND statefip between 1 and 99,"(empstat in [1, 2]) & (wrklstwk == 1) & (uhrswork >= 35)",((yrimmig - birthyr) <= 15) & (birthyr >= 1982) & (yrimmig <= 2007),WLS,"model = smf.wls(""full_time ~ daca_eligible + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",,C(year) | C(statefip),"df[""perwt""]",HC1,0.0033561330396780715,0.003373837699736806,14990,success
run_20260324T052637Z_535387,2026-03-24T05:26:37Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"df['year'].between(2013, 2016) | df['hispan'] == 1 | df['bpl'] == 200 | df['citizen'] == 3 | df['birthyr'].between(1982, 1998) | df['yrimmig'] > 0 | df['perwt'] > 0 | df[['empstat', 'uhrswork']].notna().all(axis=1)",(df['empstat'] == 1) & (df['uhrswork'] >= 35),"(df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']).between(0, 15))",WLS,"model = smf.wls('full_time ~ treatment + C(year)', data=df, weights=df['perwt']).fit(cov_type='HC1')",,C(year),df['perwt'],HC1,-0.07772724892231417,0.004618383541056617,69433,success
run_20260324T063939Z_b2bc13,2026-03-24T06:39:39Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,2013 <= year <= 2016 | hispan == 1 | bpl == 200 | 1982 <= birthyr <= 2004 | yrimmig > 0 | wrklstwk.notnull() and uhrswork.notnull(),(wrklstwk == 1) & (uhrswork >= 35),(yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & (birthyr >= 1992),OLS,"model = sm.OLS(full_time, sm.add_constant(daca_eligible.astype(float))).fit(cov_type=""HC1"")",,,,HC1,-0.007940538624391879,0.001240874275703978,96562,success
run_20260324T071508Z_51bd0c,2026-03-24T07:15:08Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 (samples 201301, 201401, 201501, 201601) | Mexican origin (hispan == 1 and birthplace code 200) | Non-citizen Mexican-born adults age 18-35 with valid weights (citizen == 3, age between 18 and 35, perwt > 0) | Immigrated by 2007 with arrival age <= 15 (yrimmig between 1900 and 2007 and yrimmig - birthyr <= 15) | Valid work hours recorded (uhrswork between 0 and 89)","full_time = df['uhrswork'].between(35, 89).astype(float)","daca_eligible = (df['birthyr'].between(1982, 1996) & (df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) <= 15)).astype(float)",WLS,"smf.wls('full_time ~ daca_eligible + C(year)', data=df, weights=df['perwt']).fit(cov_type='HC1')",,C(year),df['perwt'],HC1,0.05349402081884623,0.00980171667578229,35180,success
run_20260324T075357Z_aa32ac,2026-03-24T07:53:57Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispand detailed codes capture Mexican origin | born in Mexico (bpl == 200) | age between 18 and 35 | perwt > 0,"full_time = (uhrswork between 35 and 80 treated as True, else False)","arrival before 2007, arrival age below 16, birth year >= 1981",WLS,"smf.wls('full_time ~ treatment + C(year) + C(statefip)', data=df, weights=df['perwt']).fit(cov_type='HC3')",,C(year) | C(statefip),df['perwt'],HC3,-0.02245687141994881,0.003820953799732321,101651,success
run_20260324T083952Z_e9b9fc,2026-03-24T08:39:52Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"df.year.between(2013, 2016) | df.hispan == 1 | df.bpl == 200 | df.citizen == 3 | df.age.between(18, 34) | df.birthyr > 0 | df.yrimmig > 0",(df.empstat == 1) & (df.uhrswork >= 35),"(df.birthyr.between(1982, 1996)) & (df.yrimmig <= 2007) & ((df.yrimmig - df.birthyr) <= 15)",Logit,"result = smf.logit(""full_time_employed ~ treatment + age + C(year) + C(statefip)"", df_filtered).fit(disp=False, cov_type=""cluster"", cov_kwds={""groups"": df_filtered[""statefip""]})",age,C(year) | C(statefip),,"cluster; {""groups"": df_filtered[""statefip""]}",0.1553644532212048,0.022598761198629743,75486,success
run_20260324T093747Z_0960fe,2026-03-24T09:37:47Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | general Hispanic origin code hispan == 1 (Mexican ancestry) | Mexican birthplace code bpl == 200 | perwt > 0, birthyr between 1981 and 1997, arrival_age >= 0",full_time = (empstat == 1) & (uhrswork >= 35),eligible = (birthyr between 1981 and 1997) & (arrival_age <= 15) & (yrimmig <= 2007),WLS,"result = smf.wls(""full_time ~ eligible + C(year)"", data=df, weights=df[""perwt""]).fit()",,C(year),"df[""perwt""]",,-0.04501452451752656,0.003308117507133081,89978,success
run_20260324T103016Z_b3ec99,2026-03-24T10:30:16Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive | hispan == 1 (Mexican origin) and bpl == 200 (birthplace Mexico) | citizen == 3 (non-citizen) and yrimmig > 0 (foreign-born) with perwt > 0 | age between 18 and 35 inclusive | non-missing birthyr, yrimmig, and uhrswork records",(wrklstwk == 1) & (uhrswork >= 35),(yrimmig - birthyr <= 15) & (yrimmig <= 2007) & (birthyr >= 1982),WLS,"model = sm.WLS(df[""full_time""], X, weights=df[""perwt""]).fit()",,,"df[""perwt""]",,0.011965479201049392,0.001376456200881488,82264,success
run_20260324T112637Z_abdb81,2026-03-24T11:26:37Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispand in {100, 102, 103, 104, 105, 106, 107} (Mexican) and birthplace Mexico (bpl = 200) with citizen code 3 | yrimmig between 1 and 2007, positive person weight, and usual hours between 0 and 99 | birth quarter 1–4, birth year between 1974 and 1994, and age at arrival (yrimmig - birthyr) under 16",full_time = (uhrswork >= 35).astype(float),treatment = ((birthyr + (birthqtr - 1) * 0.25 > 1981.4583333333333) & ((yrimmig - birthyr) < 16)).astype(float),WLS,"results = sm.WLS(df[""full_time""], exog, weights=df[""perwt""]).fit()",,,"df[""perwt""]",,0.09157294302155951,0.010288113844752459,34909,success
run_20260324T123942Z_172f17,2026-03-24T12:39:42Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | citizen == 2 (noncitizen) | yearimmig <= 2012 | birthyr between 1976 and 1998 | yrimmig >= birthyr | perwt > 0,"full_time_employed = (empstat in [1, 2] and uhrswork >= 35)",eligible_daca = (yrimmig <= 2007 and yrimmig >= birthyr and yrimmig - birthyr < 16 and birthyr >= 1982),WLS,"model = smf.wls(""full_time_employed ~ eligible_daca + C(year)"", data=df, weights=df[""perwt""])",,C(year),"df[""perwt""]",,-0.09584755279705587,0.00797545802228992,22348,success
run_20260324T131044Z_ac61ef,2026-03-24T13:10:44Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 | perwt > 0 (positive person weights) | hispan == 1 (general Hispanic origin) | bpl == 200 (Mexico birthplace) | 0 < yrimmig <= 2007 and yrimmig >= birthyr | birthyr between 1975 and 1998 | age_at_arrival = yrimmig - birthyr >= 0,"empstat.isin([1, 2]) & (uhrswork.where(uhrswork < 99) >= 35)","birthyr.between(1982, 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)",WLS,"wls_model = sm.WLS(y, X, weights=df[""perwt""]).fit()",,,"df[""perwt""]",,-0.027460355929074573,0.002948825447356303,123944,success
run_20260324T134329Z_2dbaaf,2026-03-24T13:43:29Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive (ACS adult samples after DACA implementation) | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} to capture Mexican Hispanic origin | bpl == 200 (Mexico-born) and citizen == 3 (noncitizen without naturalization) | birthyr between 1982 and 1996, immigration year between 1900 and 2016, and age between 18 and 40 at interview | usual hours reported between 0 and 97 and person weight (perwt) positive after scaling to define the analytic outcome",((empstat == 1) | (empstat == 2)) & (uhrswork >= 35) & (uhrswork <= 97),(yrimmig - birthyr <= 15) & (yrimmig <= 2007) & (birthyr >= 1982) & (birthyr <= 1996),WLS,"model = sm.WLS(df['outcome'], X, weights=df['perwt']).fit(cov_type='HC1')",,,df['perwt'],HC1,-0.03395856840916075,0.004761806261617568,63654,success
run_20260324T145422Z_fb2386,2026-03-24T14:54:22Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in {2013, 2014, 2015, 2016} | hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 | 18 <= age <= 40 | perwt > 0 and yrimmig > 0 | birthyr > 0 and birthqtr in {1, 2, 3, 4}",fulltime = (uhrswork >= 35),"treatment = (age - (year - yrimmig) < 16) and (yrimmig <= 2007) and ((birthyr > 1981) or ((birthyr == 1981) and (birthqtr >= 3))) and (citizen in {3, 4, 5})",WLS,"results = sm.WLS(fulltime, X, weights=perwt).fit(cov_type=""HC1"")",,,perwt,HC1,-0.054240324658954925,0.00376640888815185,145487,success
run_20260324T151401Z_00eadc,2026-03-24T15:14:01Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1, hispand in {100, 102, 103, 104, 105, 106, 107}, and birthplace code bpl == 200 | yrimmig <= birthyr + 15 and yrimmig <= 2007","((empstat in {1, 2}) & (uhrswork >= 35)).astype(int)",((age_at_daca < 31) & (yrimmig <= birthyr + 15) & (yrimmig <= 2007)),WLS,"model = smf.wls(""full_time ~ daca_eligible + age + C(sex) + C(statefip) + C(year)"", data=df, weights=df[""perwt""])",age,C(sex) | C(statefip) | C(year),"df[""perwt""]",,-0.14498955276499345,0.003197081099123376,359053,success
run_20260324T153822Z_382366,2026-03-24T15:38:22Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 (Mexican origin) and bpl == 200 (born in Mexico) | age between 18 and 35 | citizen in {3,4,5} (noncitizens, first papers, or unreported) | yrimmig > 0, birthyr > 0, and arrival_age between 0 and 15 | uhrswork between 0 and 98",full_time = (uhrswork >= 35).astype(int),eligible = ((yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & (birthyr >= 1982) & ((yrimmig - birthyr) >= 0)).astype(int),OLS,"model = smf.ols(""full_time ~ eligible + age + C(year)"", data=sample).fit()",age,C(year),,,0.01971434015982258,0.004065276500020635,82234,success
run_20260324T160101Z_51ba61,2026-03-24T16:01:01Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 | year <= 2016 | hispand between 100 and 107 | bpl == 200 | birthyr between 1975 and 1999 | yrimmig between 1900 and 2016 and yrimmig >= birthyr | perwt > 0 | uhrswork between 0 and 99 | statefip present,full_time = uhrswork >= 35,daca_eligible = birthyr between 1982 and 1997 and yrimmig <= 2007 and (yrimmig - birthyr) between 0 and 16,WLS,"model = smf.wls(""full_time ~ daca_eligible + C(year) + DRIVERSLICENSES + UNEMP"", merged, weights=merged[""perwt""])",DRIVERSLICENSES | UNEMP,C(year),"merged[""perwt""]",,-0.021000561259943866,0.002722956088887178,145928,success
run_20260324T214121Z_26a643,2026-03-24T21:41:21Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 (inclusive) | hispan == 1 (Mexican origin) and birthplace bpl == 200 (Mexico) | age between 18 and 35 and non-citizen status (citizen in {3, 4, 5}) | reported year of immigration that is not later than the survey year",(empstat == 1) & (wrklstwk == 1) & (uhrswork >= 35),((birthyr > 1981) | (birthyr == 1981 & birthqtr >= 3)) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15),WLS,"smf.wls(""full_time ~ daca_eligible + C(year)"", data=df, weights=df[""perwt""])",,C(year),"df[""perwt""]",,-0.0005761075716908435,0.0007252512737874956,81765,success
run_20260324T220213Z_ab947b,2026-03-24T22:02:13Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | bpld == 20000 (Mexico) | hispand == 100 (Hispanic Mexican detailed origin code) | citizen == 3 (noncitizen) | perwt > 0 | statefip between 1 and 56 | age between 18 and 45 | educ between 0 and 11,((empstat == 1) & (wrklstwk == 2) & (uhrswork >= 35)).astype(int),"((birthyr.between(1982, 1996)) & (yrimmig <= 2007) & (yrimmig <= birthyr + 15)).astype(int)",WLS,"model = smf.wls('full_time ~ daca_eligible + age + I(age ** 2) + educ + C(year) + C(statefip)', data=df, weights=df['perwt'])",age | I(age ** 2) | educ,C(year) | C(statefip),df['perwt'],,0.03683610618555133,0.003919406572971963,148848,success
run_20260324T231533Z_3c464a,2026-03-24T23:15:33Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 (Mexican origin) and bpl == 200 (born in Mexico) | age between 18 and 35 with yrimmig > 0 and perwt > 0 after scaling | non-missing statefip,"full_time = (max(min(uhrswork, 97), 0) >= 35)",daca_eligible = (1982 <= birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) between 0 and 15),WLS,"smf.wls('full_time ~ daca_eligible + age + C(year) + C(statefip)', data=df, weights=df['perwt']).fit(cov_type='HC3')",age,C(year) | C(statefip),df['perwt'],HC3,0.048683817928934545,0.004246090770603938,101651,success
run_20260324T234241Z_b0beb4,2026-03-24T23:42:41Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 | 18 <= age <= 35 | yrimmig > 0 and (yrimmig - birthyr) >= 0 | perwt > 0","full_time = (empstat in [1, 2]) & (uhrswork >= 35)",daca_elig = (birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),WLS,"model = smf.wls(""full_time ~ daca_elig + age + C(statefip) + C(year)"", data=df, weights=df[""perwt""])",age,C(statefip) | C(year),"df[""perwt""]",,0.04038663759002177,0.0036102345942294924,100668,success
run_20260325T000808Z_30cfe3,2026-03-25T00:08:08Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"ACS years 2013-2016 | Hispanic-Mexican detailed origin codes {100, 102, 103, 104, 105, 106, 107} and birthplace code 200 (Mexico) | Noncitizens (citizen == 2) aged 18-34 with positive person weights | Birth year >= 1982, arrival year <= 2007, and age at arrival < 16",uhrswork values between 1 and 98 treated as usual hours; outcome = hours >= 35,(birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),WLS,"result = sm.WLS(df[""full_time""], sm.add_constant(X), weights=df[""perwt""]).fit()",,,"df[""perwt""]",,-0.04465013338246837,0.008508711139901292,15327,success
run_20260325T003056Z_3f9307,2026-03-25T00:30:56Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year.isin([2013, 2014, 2015, 2016]) | 18 <= age <= 34 | hispand in {100, 102, 103, 104, 105, 106, 107} | bpld == 20000 | citizen in {3, 4, 5}",full_time = (empstat == 1) & (uhrswork >= 35),daca_eligible = (1900 <= yrimmig <= 2007) & (1982 <= birthyr <= 1997) & (yrimmig >= birthyr) & ((yrimmig - birthyr) < 16),WLS,"model = sm.WLS(df['full_time'], X, weights=df['perwt'])",,,df['perwt'],,-0.04213447526000687,0.003677846858541318,75486,success
run_20260325T010752Z_cfd028,2026-03-25T01:07:52Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 (Hispanic origin, general) | bpl == 200 (Mexico birthplace general) | age between 18 and 45 | birthyr between 1975 and 2003 | yrimmig > 0 and yrimmig >= birthyr",(uhrswork >= 35),daca_eligible = ((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)),WLS,"model = smf.wls(formula, data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",,,"analysis_df[""perwt""]",HC1,-0.023383896071280122,0.0034882687391473628,139087,success
